unique_id,Name,Address,City,State,is_closed
PYQOLKBZ,Don Quixote Travel,720 W 181ST ST FRNT 2,NEW YORK,NY,Y
ESQLMCDX,Blake Christopher Lee,11 GREEN ST,JAMAICA PLAIN,MA,N
DQCPGMXJ,ANYTHING WILD ANIMAL CONTROL,1895 COUNTY ROAD 2100 N,URBANA,IL,N
KNYLCVOB,Old Dutch Food Inc,2808 INDUSTRIAL RD,PIERRE,SD,Y
WYMRTOLF,Rosebud of Grand Haven,100 WASHINGTON AVE,GRAND HAVEN,MI,N
SZACYVMX,Hennen & Associates,10581 COUNTY ROAD 2300,QUINLAN,TX,N
KOMYFHZE,Alfred Lawn Service,2207 PLUNKETT ST,HOLLYWOOD,FL,N
MEGCVWFS,Gaffney Ronald L,455 S 4TH ST,LOUISVILLE,KY,N
RTYPBUVG,Kedron Road,3314 KEDRON RD,SPRING HILL,TN,N
XZNSEDGI,Daleo Paul Rev,316 35TH ST,UNION CITY,NJ,Y
MYPRODGW,RAJ MOSES S MD,320 E NORTH AVE,PITTSBURGH,PA,N
EQHBPWVU,Reproductive Health Care,816 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,Y
NSUTJMOY,ROUTES TO ROOTS FOUNDATION,73 HARBOR KY,SECAUCUS,NJ,N
NSZXDYFG,Yert Insurance Agency,9175 CHILLICOTHE RD,KIRTLAND,OH,N
TURQJGLV,Jackson James  - Allstate Insurance Company,1702 GILLIONVILLE RD,ALBANY,GA,Y
OEXSKPHA,WARNACK BROTHERS REMODELING AND,7332 APPOMATTOX DR,MURFREESBORO,TN,N
RAZMLVOB,Putnam Family Dentistry,6083 MYRTLE AVE,RIDGEWOOD,NY,Y
SMKYORCF,Life Fitness,215 MC DUFFIE LN,FORT MILL,SC,N
JEYQCTKO,Turbo Frog Productions,41 AVENTURA RD,SANTA FE,NM,N
RHAVULSK,United Health & Life LLC,810 MATSON PL,CINCINNATI,OH,Y
GJMLAXDU,Wonder General Store,11465 REDWOOD HWY,WILDERVILLE,OR,N
JZXUPRKT,PATEL MAYUR,2009 N COCOA BLVD,COCOA,FL,N
ZTDLGYUE,East Coast Southern District,245 LIBERTY PARK RD,JACKSONVILLE,NC,Y
TLVGBIQX,INTERNATIONAL PAPER,801 42ND ST,SPRINGFIELD,OR,N
MUTXHFSD,Small Business Administration,401 N FRONT ST STE 200,COLUMBUS,OH,N
RXOILYEF,MCKNIGHT JEWELRY & ENGRAVABLE,340 COUNTY ROAD 239,DURANGO,CO,N
IFUTSPLE,Charles Zaroulis MD,256 MASON AVE,STATEN ISLAND,NY,Y
SHUCGBPF,PROFESSIONAL ASSOCIATION-GA,2971 FLOWERS RD S STE 151,CHAMBLEE,GA,N
RENPYAKQ,Starcraft Construction,25 ISRAEL ST,WESTERVILLE,OH,Y
SMHYJVUO,HEART HAVEN THERAPEUTIC,1429 COUNTY ROAD 5710,WILLOW SPRINGS,MO,N
QMTDCIVK,Greeneye Autos,1681 W 7TH AVE,EUGENE,OR,N
KORXEHIV,Medetrac Systems LLC,10970 IRONWOOD RD,SAN DIEGO,CA,Y
IJQSYPEG,custom fab co. inc.,148 RHODOMOYER RD,MILLVILLE,PA,N
KRYMLZQU,Johnny Carinos,510 W IH 636,DALLAS,TX,N
KUYSHQXZ,C R & Sons Salvage & Towing,7903 SE HWY 166,BAXTER SPRINGS,KS,Y
TFKWXHZI,The White Slipcover,134 SPAULDING AVE,BROWNSVILLE,OR,N
ZOWHBIRF,Anthony Sergi Racing Shocks,1575 EVANS ST,OVIEDO,FL,N
EBCAFLXY,Source Of New York,372 HIGH ST,HOLYOKE,MA,N
OAEDLIYH,Chandler Hair Care,2050 N ALMA SCHOOL RD,CHANDLER,AZ,N
UGAXCHEO,Alta-Pak Midwest Inc,3401 N JACKSON AVE,KANSAS CITY,MO,Y
ICAGXNVR,Nepali Samiti,541 MAIN ST,NEW LONDON,NH,N
PGQKMZHA,Cook Nancy G,6501 BROOKFIELD PL,CHARLOTTE,NC,N
CKTUGHNR,Firehouse Signs,560 S MAIN ST,SAINT CLAIR,MO,Y
CVDZPWER,SPRINGFIELD,3515 S DOUGLAS AVE,SPRINGFIELD,IL,N
BWSYVFIR,APPLIANCE ADVANTAGE SERVICES,6427 PATIENCE CT,ALEXANDRIA,VA,Y
ENIUCOWA,Dsi Security Svc,1414 BROADWAY ST,DAKOTA CITY,NE,Y
GDCVTEQK,DAVINCI FINANCIAL,42 N SUTTER ST,STOCKTON,CA,N
DAQWLZPX,Ruiz M,218 BLOOMFIELD AVE,NEWARK,NJ,Y
BFTLVCRA,STATION ONE HOTEL,2321 ATLANTIC AVE,VIRGINIA BEACH,VA,N
ETIFMUQW,Thomas Marios BBq,954 E SWAN CREEK RD STE B,FORT WASHINGTON,MD,N
AJQXOISU,METRO TITLE INSURORS INC.,10 S MAIN ST STE 1,PERRYVILLE,MO,N
NXJFGOQZ,ITSY BITSY PRESCHOOL LLC,826 ATHERTON BLVD,BRENTWOOD,CA,N
TIJGMPEF,Hair Boutique,416 TYLER ST,PITTSFIELD,MA,N
TVXFMEJP,Hazeltine Cleaners,5935 HAZELTINE AVE,VAN NUYS,CA,N
VUICJMNE,BLOCKBUSTER Express Kiosk,3905 GOODMAN RD E,SOUTHAVEN,MS,N
ZPDJBXYA,Universal,12755 E 9 MILE RD,WARREN,MI,N
EUVYKDNC,Cho Dang Tofu Restaurant,9601 SOUTH TACOMA WAY,LAKEWOOD,WA,N
JURMCQAT,Awesome Town,530 2ND ST,PORTSMOUTH,OH,N
USAYRNQI,MAYFIELD AGENCIES,7650 E BROADWAY BLVD STE 108,TUCSON,AZ,N
EFBLJPCI,Choate Deborah Dr,227 CONCORD AVE,CAMBRIDGE,MA,N
RQCBYOEJ,Genesis Development,1607 LAKE AVE,STORM LAKE,IA,N
TJWUGVEF,MILLER LAW GROUP,2114 S NORFOLK AVE,TULSA,OK,N
THIWQCZB,1 STOP GRANITE,4600 FREDERICK DR SW STE F,ATLANTA,GA,N
FEJPAUVC,ULTRA INGREDIENTS,1510 11TH ST STE 208,SANTA MONICA,CA,Y
QKZBCNRL,Store 626 Fresno Bl,5243 N BLACKSTONE AVE,FRESNO,CA,N
BJMVSRYP,Yummy Donuts,2402 MARINA BAY DR,LEAGUE CITY,TX,Y
YCHANJOL,La Loma Development Company,556 S FAIR OAKS AVE,PASADENA,CA,N
DGUTCYWE,Cool Kind Kid,17 W 8TH ST,OCEAN CITY,NJ,N
XRWNEBLD,OMART Business Solutions  -  (Northern Liberties),836 N 3RD ST,PHILADELPHIA,PA,N
FQLNMDVK,United Full Gospel Temple,918 BLOUNT ST,SMITHFIELD,NC,N
MLAIWJVZ,COhen MOShe,629 S HILL ST STE 500,LOS ANGELES,CA,N
NFXOTVGL,Edward Jones - Financial Advisor Douglas A Duvall,109 E MOUNTAIN ST STE A,KERNERSVILLE,NC,N
GCFJLHDE,Smith C Frederick DDS,46 SHELOR DR,LYNCHBURG,VA,N
UMDZLBCQ,Murphy's Warehouse,3211 PACIFIC AVE,WILDWOOD,NJ,N
KGWXEVCL,HABITAT FOR HUMANITY OF GREATER NEW HAVEN INC,37 UNION ST,NEW HAVEN,CT,N
XUZWROTG,Jodi Potter LPTA,915 ELLA T GRASSO BLVD,NEW HAVEN,CT,N
PJDIWOES,First United Methodist Church,426 AUSTIN ST,TRUTH OR CONSEQUENCES,NM,Y
XIVHJDYK,Pichon Auto Glass,633 N 13TH ST,SAN JOSE,CA,Y
QDFLOYVC,SANTEK ENVIRONMENTAL INC,1947 DENTVILLE RD,DELANO,TN,N
ILAFNHWK,K Duncan Designs,12083 W 835 RD,TAHLEQUAH,OK,N
JWXQPEND,Merit Realty,8631 S PRIEST DR,TEMPE,AZ,N
WYTQJMZU,TIDE MILL CAFE,2706 N ARMISTEAD AVE STE C,HAMPTON,VA,N
QVSOZLDU,Brady's Waterproofing,305 TIOGA ST,JOHNSTOWN,PA,Y
LRCQYEDF,Bookkeeping Solutions,48064 IVERSON XING RD,BRANDON,SD,N
XDUGOLIH,Walker Carla,1020 W WASHINGTON ST,MONTICELLO,FL,Y
ACFMVSRP,Slade C Crawford Msgr,2750 S BYRON BUTLER PKWY,PERRY,FL,Y
EXFJWTYU,Dan Atlas DVM,12255 W BOWLES AVE,LITTLETON,CO,Y
UWDAMVSO,EDUARDO FERNANDEZ MD,101 BURRS RD STE C,WESTAMPTON,NJ,N
NCEGUFQK,MARSHALL MICHAEL MD,154 W 14TH ST,NEW YORK,NY,N
XWSZAERN,TS Insurance Group,300 INTERNATIONAL PKWY STE 270,HEATHROW,FL,N
JRLSCFHE,Winston Johnson,1341 AUDUBON CT SW,ATLANTA,GA,N
DBVQZSYJ,Tri-Parish Bank Lafayette,914 S COLLEGE RD,LAFAYETTE,LA,Y
MVFRXLNI,Starbucks,175 W ARMY TRAIL RD,GLENDALE HEIGHTS,IL,Y
EQFWUVTS,A A A Aluminum Corp,11205 SW 71ST AVE,MIAMI,FL,Y
FORKAPYL,MSI Radiology,11550 COMMON OAKS DR STE 110,RALEIGH,NC,Y
WOUZCMQE,MARY E MOORE MD,4 TERRY DR STE 1,NEWTOWN,PA,Y
ZJXBFWKQ,Lyons & Associates Inc Realtors,2820 E GARVEY AVE S,WEST COVINA,CA,Y
AJTPGDKO,J CREW,7301 SW BRIDGEPORT RD,TIGARD,OR,N
BTZIEWFU,Nina's Nail,9139 PARK BLVD,SEMINOLE,FL,N
IQHXKOWV,Cliosoft,39500 STEVENSON PL STE 110,FREMONT,CA,N
KLJADBIX,CSI ROOFING CO,4231 BONHAM ST,DALLAS,TX,N
GJWMZXIP,DIFFERENT SOUNDS UNLIMITED,8103 W 98TH ST,PALOS HILLS,IL,N
LBUYAOVC,Cintas,6450 W 83RD ST,LOS ANGELES,CA,N
FWTAZKPI,CHARLESTON FINE HOMES LLC,3560 HARTFORD VILLAGE WAY,MT PLEASANT,SC,Y
